tic,hedge_volume,unit_hedgevol,datadate,product,maturity_year,daily_volume,volume_ann_multiplier,index,file_header,row_num,maturity_year_old,product_type,instrument,volume_hedge_new,unit_hedge,price1_new,price1_name,price2_new,price2_name,price3_new,price3_name,fair_value_new,any_odd_thing_new,idnum,price4_new,price4_name,fair_valueinmillions_new,volume_num_orig,filedate_str,hedge_unit_multiplier,thousand_correction,gas_dummy,unit_hedge_orig,maturity_temp
CLR,3532.8184,mmcf,24feb2012,gas,2012,,1,248,CLR20120224,16,january 2012 - december 2012,natural gas,swaps,3660000,mmbtus,$5.07 ,swapsweightedaverage,,,,,.,.,3,,,,3660000,20120224,.00096525095,1,1,mmbtu,january 2012 - december 2012
CLR,270,mbbl,28feb2013,oil,2013,,1,249,CLR20130228,3,january 2013 - march 2013,crude oil,swaps - ice brent,270000,bbls,$107.87 ,weightedaverage price,,,,,.,.,3,,,,270000,20130228,.001,1,0,bbl,january 2013 - march 2013
CLR,12895.753,mmcf,28feb2013,gas,2013,,1,250,CLR20130228,3,february 2013 - december 2013,natural gas,swaps - henry hub,13360000,mmbtus,$3.66 ,weightedaverage price,,,,,.,.,3,,,,13360000,20130228,.00096525095,1,1,mmbtu,february 2013 - december 2013
CLR,1100,mbbl,28feb2013,oil,2013,,1,251,CLR20130228,5,april 2013 - december 2013,crude oil,swaps - ice brent,1100000,bbls,$109.27 ,weightedaverage price,,,,,.,.,3,,,,1100000,20130228,.001,1,0,bbl,april 2013 - december 2013
CLR,11862.501,mbbl,28feb2013,oil,2013,,1,252,CLR20130228,5,january 2013 - december 2013,crude oil,swaps - wti,11862500,bbls,$92.66 ,swapsweightedaverageprice,,,,,.,.,3,,,,11862500,20130228,.001,1,0,bbl,january 2013 - december 2013
CLR,3467.5002,mbbl,28feb2013,oil,2013,,1,253,CLR20130228,5,january 2013 - december 2013,crude oil,swaps - ice brent,3467500,bbls,$108.49 ,swapsweightedaverageprice,,,,,.,.,3,,,,3467500,20130228,.001,1,0,bbl,january 2013 - december 2013
CLR,8760,mbbl,28feb2013,oil,2013,,1,254,CLR20130228,6,january 2013 - december 2013,crude oil,collars - wti,8760000,bbls,$80.00|$95.00,floorsrange,$86.92 ,floorsweightedaverageprice,$92.30|$110.33,ceilingsrange,.,.,3,$99.46 ,ceilingsweightedaverageprice,,8760000,20130228,.001,1,0,bbl,january 2013 - december 2013
CLR,17615.83,mmcf,28feb2013,gas,2013,,1,255,CLR20130228,6,january 2013 - december 2013,natural gas,swaps - henry hub,18250000,mmbtus,$3.76 ,swapsweightedaverageprice,,,,,.,.,3,,,,18250000,20130228,.00096525095,1,1,mmbtu,january 2013 - december 2013
CLR,5292.5005,mbbl,28feb2013,oil,2014,,1,256,CLR20130228,7,january 2014 - december 2014,crude oil,swaps - ice brent,5292500,bbls,$105.51 ,weightedaverage price,,,,,.,.,3,,,,5292500,20130228,.001,1,0,bbl,january 2014 - december 2014
CLR,6570.0005,mbbl,28feb2013,oil,2014,,1,257,CLR20130228,7,january 2014 - december 2014,crude oil,swaps - ice brent,6570000,bbls,$100.66 ,swapsweightedaverageprice,,,,,.,.,3,,,,6570000,20130228,.001,1,0,bbl,january 2014 - december 2014
CLR,10311.251,mbbl,28feb2013,oil,2014,,1,258,CLR20130228,8,january 2014 - december 2014,crude oil,swaps - wti,10311250,bbls,$96.20 ,swapsweightedaverageprice,,,,,.,.,3,,,,10311250,20130228,.001,1,0,bbl,january 2014 - december 2014
CLR,2190,mbbl,28feb2013,oil,2014,,1,259,CLR20130228,8,january 2014 - december 2014,crude oil,collars - ice brent,2190000,bbls,$90.00|$95.00,floorsrange,$90.83 ,floorsweightedaverageprice,$104.70|$108.85,ceilingsrange,.,.,3,$107.13 ,ceilingsweightedaverageprice,,2190000,20130228,.001,1,0,bbl,january 2014 - december 2014
CLR,1277.5,mbbl,28feb2013,oil,2015,,1,260,CLR20130228,10,january 2015 - december 2015,crude oil,swaps - ice brent,1277500,bbls,$98.48 ,swapsweightedaverageprice,,,,,.,.,3,,,,1277500,20130228,.001,1,0,bbl,january 2015 - december 2015
CLR,6205.0005,mbbl,27feb2014,oil,2015,,1,261,CLR20140227,4,january 2015 - december 2015,crude oil,swaps - ice brent,6205000,bbls,$100.27 ,weightedaverage price,,,,,.,.,3,,,,6205000,20140227,.001,1,0,bbl,january 2015 - december 2015
CLR,39087.836,mmcf,27feb2014,gas,2014,,1,262,CLR20140227,4,january 2014 - december 2014,natural gas,swaps - henry hub,40495000,mmbtus,$4.26 ,weightedaverage price,,,,,.,.,3,,,,40495000,20140227,.00096525095,1,1,mmbtu,january 2014 - december 2014
CLR,10851.251,mbbl,27feb2014,oil,2014,,1,263,CLR20140227,5,january 2014 - december 2014,crude oil,swaps - wti,10851250,bbls,$96.50 ,swaps weighted average price,,,,,.,.,3,,,,10851250,20140227,.001,1,0,bbl,january 2014 - december 2014
CLR,21911.197,mmcf,27feb2014,gas,2015,,1,264,CLR20140227,6,january 2015 - december 2015,natural gas,swaps - henry hub,22700000,mmbtus,$4.27 ,weightedaverage price,,,,,.,.,3,,,,22700000,20140227,.00096525095,1,1,mmbtu,january 2015 - december 2015
CLR,17028,mbbl,27feb2014,oil,2014,,1,265,CLR20140227,6,january 2014 - december 2014,crude oil,swaps - ice brent,17028000,bbls,$103.17 ,swapsweightedaverageprice,,,,,.,.,3,,,,17028000,20140227,.001,1,0,bbl,january 2014 - december 2014
CLR,62017.375,mmcf,27feb2014,gas,2014,,1,266,CLR20140227,6,january 2014 - december 2014,natural gas,swaps - henry hub,64250000,mmbtus,$4.19 ,swapsweightedaverageprice,,,,,.,.,3,,,,64250000,20140227,.00096525095,1,1,mmbtu,january 2014 - december 2014
CLR,2190,mbbl,27feb2014,oil,2014,,1,267,CLR20140227,7,january 2014 - december 2014,crude oil,collars - ice brent,2190000,bbls,$90.00|$95.00,floorsrange,$90.83 ,floorsweightedaverageprice,$104.70|$108.85,ceilingsrange,.,.,3,$107.13 ,ceilingsweightedaverageprice,,2190000,20140227,.001,1,0,bbl,january 2014 - december 2014
CLR,4391.8916,mmcf,27feb2014,gas,2016,,1,268,CLR20140227,8,january 2016 - december 2016,natural gas,swaps - henry hub,4550000,mmbtus,$4.27 ,weightedaverage price,,,,,.,.,3,,,,4550000,20140227,.00096525095,1,1,mmbtu,january 2016 - december 2016
CLR,1737.4517,mmcf,27feb2014,gas,2015,,1,269,CLR20140227,8,january 2015 - march 2015,natural gas,swaps - henry hub,1800000,mmbtus,$4.27 ,swapsweightedaverageprice,,,,,.,.,3,,,,1800000,20140227,.00096525095,1,1,mmbtu,january 2015 - march 2015
CLR,2737.5002,mbbl,27feb2014,oil,2015,,1,270,CLR20140227,9,january 2015 - december 2015,crude oil,swaps - ice brent,2737500,bbls,$99.15 ,swapsweightedaverageprice,,,,,.,.,3,,,,2737500,20140227,.001,1,0,bbl,january 2015 - december 2015
CLR,730.00006,mbbl,27feb2014,oil,2015,,1,271,CLR20140227,10,january 2015 - december 2015,crude oil,collars - ice brent,730000,bbls,$95.00 ,floorsrange,$95.00 ,floorsweightedaverageprice,$107.40 ,ceilingsrange,.,.,3,$107.40 ,ceilingsweightedaverageprice,,730000,20140227,.001,1,0,bbl,january 2015 - december 2015
CLR,23648.648,mmcf,24feb2015,gas,2015,,1,272,CLR20150224,6,january 2015 - december 2015,natural gas,swaps - henry hub,24500000,mmbtus,$4.27 ,swaps weighted average price,,,,,.,.,3,,,,24500000,20150224,.00096525095,1,1,mmbtu,january 2015 - december 2015
CLR,28185.328,mmcf,24feb2015,gas,2015,,1,273,CLR20150224,7,january 2015 - december 2015,natural gas,collars - henry hub,29200000,mmbtus,$3.50|$3.75,floorsrange,$3.69 ,floorsweighted average price,$4.89|$5.48,ceilingsrange,.,.,3,$5.04 ,ceilingsweighted average price,,29200000,20150224,.00096525095,1,1,mmbtu,january 2015 - december 2015
CLR,60916.988,mmcf,24feb2015,gas,2016,,1,274,CLR20150224,9,january 2016 - december 2016,natural gas,swaps - henry hub,63110000,mmbtus,$3.98 ,swaps weighted average price,,,,,.,.,3,,,,63110000,20150224,.00096525095,1,1,mmbtu,january 2016 - december 2016
CLR,129063.7,mmcf,24feb2016,gas,2016,,1,275,CLR20160224,6,january 2016 - december 2016,natural gas,swaps - henry hub,133710000,mmbtus,$3.17 ,swaps weighted average price,,,,,.,.,3,,,,133710000,20160224,.00096525095,1,1,mmbtu,january 2016 - december 2016
CLR,24662.162,mmcf,24feb2016,gas,2017,,1,276,CLR20160224,8,january 2017 - december 2017,natural gas,swaps - henry hub,25550000,mmbtus,$3.35 ,swaps weighted average price,,,,,.,.,3,,,,25550000,20160224,.00096525095,1,1,mmbtu,january 2017 - december 2017
CLR,63416.988,mmcf,24feb2016,gas,2017,,1,277,CLR20160224,9,january 2017 - december 2017,natural gas,collars - henry hub,65700000,mmbtus,$2.40|$3.00,floorsrange,$2.47 ,floorsweighted average price,$2.92|$3.88,ceilingsrange,.,.,3,$3.08 ,ceilingsweighted average price,,65700000,20160224,.00096525095,1,1,mmbtu,january 2017 - december 2017
CLR,47799.227,mmcf,22feb2017,gas,2017,,1,278,CLR20170222,6,february 2017 - december 2017,gas,swaps - henry hub,49520000,mmbtus,$3.37 ,swaps weighted average price,,,,,.,.,3,,,,49520000,20170222,.00096525095,1,1,mmbtu,february 2017 - december 2017
CLR,70164.094,mmcf,22feb2017,gas,2017,,1,279,CLR20170222,6,january 2017 - december 2017,gas,swaps - henry hub,72690000,mmbtus,$3.41 ,swaps weighted average price,,,,,.,.,3,,,,72690000,20170222,.00096525095,1,1,mmbtu,january 2017 - december 2017
CLR,63416.988,mmcf,22feb2017,gas,2017,,1,280,CLR20170222,7,january 2017 - december 2017,gas,collars - henry hub,65700000,mmbtus,$2.40|$3.00,floorsrange,$2.47 ,floorsweighted average price,$2.92|$3.88,ceilingsrange,.,.,3,$3.08 ,ceilingsweighted average price,,65700000,20170222,.00096525095,1,1,mmbtu,january 2017 - december 2017
CLR,6081.0811,mmcf,22feb2017,gas,2018,,1,281,CLR20170222,8,january 2018 - march 2018,gas,swaps - henry hub,6300000,mmbtus,$3.28 ,swaps weighted average price,,,,,.,.,3,,,,6300000,20170222,.00096525095,1,1,mmbtu,january 2018 - march 2018
DBLE,2190,mmcf,14mar2013,gas,2013,,1,282,DBLE20130314,2,01/13|12/13,natural gas,fixed price swap,2190000,mcf,$5.16 ,price,,,.,.,.,.,4, , ,,2190000,20130314,.001,1,1,mcf,01/13|12/13
DBLE,2190,mmcf,14mar2013,gas,2013,,1,283,DBLE20130314,3,01/13|12/13,natural gas,costless collar,2190000,mcf,$5.00 ,floor,$5.35 ,ceiling,.,.,.,.,4, , ,,2190000,20130314,.001,1,1,mcf,01/13|12/13
DBLE,2160,mmcf,14mar2013,gas,2013,,1,284,DBLE20130314,5,01/13|12/13,natural gas,costless collar,2160000,mcf,$3.25 ,floor,$4.00 ,ceiling,.,.,.,.,4, , ,,2160000,20130314,.001,1,1,mcf,01/13|12/13
DBLE,1825.0001,mmcf,14mar2013,gas,2014,,1,285,DBLE20130314,7,01/14|12/14,natural gas,fixed price swap,1825000,mcf,$4.27 ,price,,,.,.,.,.,4, , ,,1825000,20130314,.001,1,1,mcf,01/14|12/14
DBLE,1800.0001,mmcf,14mar2013,gas,2014,,1,286,DBLE20130314,8,01/14|12/14,natural gas,costless collar,1800000,mcf,$4.00 ,floor,$4.50 ,ceiling,.,.,.,.,4, , ,,1800000,20130314,.001,1,1,mcf,01/14|12/14
DBLE,1825.0001,mmcf,13mar2014,gas,2014,,1,287,DBLE20140313,1,01/14|12/14,natural gas,fixed price swap,1825000,mcf,$4.27 ,price,,,.,.,.,.,4, , ,,1825000,20140313,.001,1,1,mcf,01/14|12/14
DBLE,1800.0001,mmcf,13mar2014,gas,2014,,1,288,DBLE20140313,2,01/14|12/14,natural gas,costless collar,1800000,mcf,$4.00 ,floor,$4.50 ,ceiling,.,.,.,.,4, , ,,1800000,20140313,.001,1,1,mcf,01/14|12/14
DBLE,1800.0001,mmcf,13mar2014,gas,2014,,1,289,DBLE20140313,4,01/14|12/14,natural gas,fixed price swap,1800000,mcf,$4.20 ,price,,,.,.,.,.,4, , ,,1800000,20140313,.001,1,1,mcf,01/14|12/14
DBLE,540,mmcf,13mar2014,gas,2014,,1,290,DBLE20140313,5,01/14|12/14,natural gas,fixed price swap,540000,mcf,$4.17 ,price,,,.,.,.,.,4, , ,,540000,20140313,.001,1,1,mcf,01/14|12/14
DBLE,3000.0002,mmcf,13mar2014,gas,2015,,1,291,DBLE20140313,8,01/15|12/15,natural gas,fixed price swap,3000000,mcf,$4.28 ,price,,,.,.,.,.,4, , ,,3000000,20140313,.001,1,1,mcf,01/15|12/15
DBLE,3600.0002,mmcf,13mar2014,gas,2015,,1,292,DBLE20140313,9,01/15|12/15,natural gas,fixed price swap,3600000,mcf,$4.15 ,price,,,.,.,.,.,4, , ,,3600000,20140313,.001,1,1,mcf,01/15|12/15
DBLE,1830.0001,mmcf,13mar2014,gas,2016,,1,293,DBLE20140313,12,01/16|12/16,natural gas,fixed price swap,1830000,mcf,$4.07 ,price,,,.,.,.,.,4, , ,,1830000,20140313,.001,1,1,mcf,01/16|12/16
ECA,427,mmcf,27feb2017,gas,2017,1,365,294,ECA20170227,6,2017,natural gas ,fixed price contracts,427,mmcf/d,3.08us$/mcf,nymex fixed price,,,,,Neg86,.,5, , ,,427,20170227,1,1,1,mmcf,2017
ECA,300,mmcf,27feb2017,gas,2017,1,365,295,ECA20170227,8,2017,natural gas ,fixed price contracts,300,mmcf/d,3.07us$/mcf,sold call price,2.75us$/mcf,bought put price,2.27US$/Mcf,sold put price,Neg68,.,5, , ,,300,20170227,1,1,1,mmcf,2017
ECA,135,mmcf,27feb2017,gas,2017,1,365,296,ECA20170227,13,2017,natural gas ,fixed price contracts,135,mmcf/d,3.57us$/mcf,sold call price,2.99us$/mcf,bought put price,,,Neg12,.,5, , ,,135,20170227,1,1,1,mmcf,2017
ECA,230,mmcf,27feb2017,gas,2018,1,365,297,ECA20170227,18,2018,natural gas ,nymex call options,230,mmcf/d,3.75us$/mcf,sold call price,,,,,Neg19,.,5, , ,,230,20170227,1,1,1,mmcf,2018
ECA,230,mmcf,27feb2017,gas,2019,1,365,298,ECA20170227,19,2019,natural gas ,nymex call options,230,mmcf/d,3.75us$/mcf,sold call price,,,,,Neg13,.,5, , ,,230,20170227,1,1,1,mmcf,2019
ECA,35.5,mbbl,27feb2017,oil,2017,1,365,299,ECA20170227,29,2017,crude oil,fixed price contracts,35.5,mbbls/d,52.17us$/bbl,wti fixed price,,,,,Neg52,.,5, , ,,35.5,20170227,1,1,0,mbbl,2017
ECA,13,mbbl,27feb2017,oil,2018,1,365,300,ECA20170227,30,2018,crude oil,fixed price contracts,13,mbbls/d,55.27us$/bbl,wti fixed price,,,,,Neg6,.,5, , ,,13,20170227,1,1,0,mbbl,2018
ECA,10,mbbl,27feb2017,oil,2017,1,365,301,ECA20170227,32,q2|2017,crude oil,fixed price contracts,10,mbbls/d,50.86us$/bbl,wti fixed price swaptions(2),,,,,Neg6,.,5, , ,,10,20170227,1,1,0,mbbl,q2|2017
ECA,25,mbbl,27feb2017,oil,2017,1,365,302,ECA20170227,34,2017,crude oil,fixed price contracts,25,mbbls/d,59.42us$/bbl,sold call price,49.21us$/bbl,bought put price,38.41US$/bbl,sold put price,Neg15,.,5, , ,,25,20170227,1,1,0,mbbl,2017
ECA,30,mbbl,27feb2017,oil,2017,1,365,303,ECA20170227,39,q3 q4|2017,crude oil,fixed price contracts,30,mbbls/d,56.05us$/bbl,sold call price,46.22us$/bbl,bought put price,,,Neg21,.,5, , ,,30,20170227,1,1,0,mbbl,q3 q4|2017
EP,75289.578,mmcf,28feb2007,gas,2007,,1,304,EP20070228,6,2007,natural gas,fixed priceswaps,78,tbtu,$7.70 ,price per mmbtu,.,, , ,.,.,6, , ,,78,20070228,965.25098,1,1,tbtu,2007
EP,138996.14,mmcf,28feb2007,gas,2007,,1,305,EP20070228,6,2007,natural gas,floors,144,tbtu,$7.69 ,price per mmbtu,.,, , ,.,.,6, , ,,144,20070228,965.25098,1,1,tbtu,2007
EP,53088.805,mmcf,28feb2007,gas,2007,,1,306,EP20070228,6,2007,natural gas,ceilings,55,tbtu,$16.89 ,price per mmbtu,.,, , ,.,.,6, , ,,55,20070228,965.25098,1,1,tbtu,2007
EP,106177.61,mmcf,28feb2007,gas,2007,,1,307,EP20070228,6,2007,natural gas,basisswaps,110,tbtu,,,.,, , ,.,.,6, , ,,110,20070228,965.25098,1,1,tbtu,2007
EP,4826.2549,mmcf,28feb2007,gas,2008,,1,308,EP20070228,7,2008,natural gas,fixed priceswaps,5,tbtu,$3.42 ,price per mmbtu,.,, , ,.,.,6, , ,,5,20070228,965.25098,1,1,tbtu,2008
EP,17374.518,mmcf,28feb2007,gas,2008,,1,309,EP20070228,7,2008,natural gas,floors,18,tbtu,$6.00 ,price per mmbtu,.,, , ,.,.,6, , ,,18,20070228,965.25098,1,1,tbtu,2008
EP,17374.518,mmcf,28feb2007,gas,2008,,1,310,EP20070228,7,2008,natural gas,ceilings,18,tbtu,$10.00 ,price per mmbtu,.,, , ,.,.,6, , ,,18,20070228,965.25098,1,1,tbtu,2008
EP,4826.2549,mmcf,28feb2007,gas,2009,,1,311,EP20070228,8,2009,natural gas,fixed priceswaps,5,tbtu,$3.56 ,price per mmbtu,.,, , ,.,.,6, , ,,5,20070228,965.25098,1,1,tbtu,2009
EP,16409.266,mmcf,28feb2007,gas,2009,,1,312,EP20070228,8,2009,natural gas,floors,17,tbtu,$6.00 ,price per mmbtu,.,, , ,.,.,6, , ,,17,20070228,965.25098,1,1,tbtu,2009
EP,16409.266,mmcf,28feb2007,gas,2009,,1,313,EP20070228,8,2009,natural gas,ceilings,17,tbtu,$8.75 ,price per mmbtu,.,, , ,.,.,6, , ,,17,20070228,965.25098,1,1,tbtu,2009
EP,10617.761,mmcf,28feb2007,gas,2012,,1,314,EP20070228,9,2010|2012,natural gas,fixed priceswaps,11,tbtu,$3.81 ,price per mmbtu,.,, , ,.,.,6, , ,,11,20070228,965.25098,1,1,tbtu,2010|2012
EP,192,mbbl,28feb2007,oil,2007,,1,315,EP20070228,11,2007,oil,fixed priceswaps,192,mbbl,$35.15 ,price per bbl,.,, , ,.,.,6, , ,,192,20070228,1,1,0,mbbl,2007
EP,1009,mbbl,28feb2007,oil,2007,,1,316,EP20070228,11,2007,oil,floors,1009,mbbl,$55.00 ,price per bbl,.,, , ,.,.,6, , ,,1009,20070228,1,1,0,mbbl,2007
EP,1009,mbbl,28feb2007,oil,2007,,1,317,EP20070228,11,2007,oil,ceilings,1009,mbbl,$60.38 ,price per bbl,.,, , ,.,.,6, , ,,1009,20070228,1,1,0,mbbl,2007
EP,930,mbbl,28feb2007,oil,2008,,1,318,EP20070228,12,2008,oil,floors,930,mbbl,$55.00 ,price per bbl,.,, , ,.,.,6, , ,,930,20070228,1,1,0,mbbl,2008
EP,930,mbbl,28feb2007,oil,2008,,1,319,EP20070228,12,2008,oil,ceilings,930,mbbl,$57.03 ,price per bbl,.,, , ,.,.,6, , ,,930,20070228,1,1,0,mbbl,2008
ESCR,20.400002,mbbl,15apr2015,oil,2015,,1,320,ESCR20150415,2,01/15|12/15,oil,fixed price swap,20400,bbls,$91.44 ,price ($/bbl),,,,,.,.,7, , ,,20400,20150415,.001,1,0,bbl,01/15|12/15
ESCR,6600.0005,mmcf,15apr2015,gas,2015,,1,321,ESCR20150415,6,01/15|12/15,natural gas,three-way costless collar,6600000,mcf,$3.25 ,put (short),$3.85 ,put (long),$4.08 ,call (short),.,.,7, , ,,6600000,20150415,.001,1,1,mcf,01/15|12/15
ESCR,1830.0001,mmcf,15apr2015,gas,2016,,1,322,ESCR20150415,11,01/16|12/16,natural gas,fixed price swap,1830000,mcf,$4.07 ,price ($/mcf),,,,,.,.,7, , ,,1830000,20150415,.001,1,1,mcf,01/16|12/16
ESCR,3660.0002,mmcf,15apr2015,gas,2016,,1,323,ESCR20150415,12,01/16|12/16,natural gas,fixed price swap,3660000,mcf,$4.15 ,price ($/mcf),,,,,.,.,7, , ,,3660000,20150415,.001,1,1,mcf,01/16|12/16
FST,40.154438,mmcf,21mar2003,gas,2003,1,365,324,FST20030321,2,first quarter 2003,natural gas,swaps,41.6,bbtus perday,$3.88 ,averagehedged priceper mmbtu,,,,,,.,8, , ,,41.599998,20030321,.96525097,1,1,bbtu,first quarter 2003
FST,8,mbbl,21mar2003,oil,2003,1,365,325,FST20030321,2,first quarter 2003,oil (nymex wti),swaps,8000,barrels per day,$23.62 ,averagehedged priceper bbl,,,,,,.,8, , ,,8000,20030321,.001,1,0,bbl,first quarter 2003
FST,12.644788,mmcf,21mar2003,gas,2003,1,365,326,FST20030321,2,first quarter 2003,natural gas,swaps,13.1,bbtus perday,$4.88 ,averagehedged priceper mmbtu,,,,,,.,8, , ,,13.1,20030321,.96525097,1,1,bbtu,first quarter 2003
FST,77.220078,mmcf,21mar2003,gas,2003,1,365,327,FST20030321,2,first quarter 2003,natural gas,collars,80,bbtusper day,$3.44 ,average floorpriceper mmbtu,$5.10 ,average ceilingpriceper mmbtu,,,,.,8, , ,,80,20030321,.96525097,1,1,bbtu,first quarter 2003
FST,77.220078,mmcf,21mar2003,gas,2003,1,365,328,FST20030321,3,second quarter 2003,natural gas,swaps,80,bbtus perday,$4.10 ,averagehedged priceper mmbtu,,,,,,.,8, , ,,80,20030321,.96525097,1,1,bbtu,second quarter 2003
FST,10.500001,mbbl,21mar2003,oil,2003,1,365,329,FST20030321,3,second quarter 2003,oil (nymex wti),swaps,10500,barrels per day,$24.54 ,averagehedged priceper bbl,,,,,,.,8, , ,,10500,20030321,.001,1,0,bbl,second quarter 2003
FST,38.610039,mmcf,21mar2003,gas,2003,1,365,330,FST20030321,3,second quarter 2003,natural gas,swaps,40,bbtus perday,$5.08 ,averagehedged priceper mmbtu,,,,,,.,8, , ,,40,20030321,.96525097,1,1,bbtu,second quarter 2003
FST,19.305019,mmcf,21mar2003,gas,2003,1,365,331,FST20030321,3,second quarter 2003,natural gas,collars,20,bbtusper day,$3.25 ,average floorpriceper mmbtu,$4.08 ,average ceilingpriceper mmbtu,,,,.,8, , ,,20,20030321,.96525097,1,1,bbtu,second quarter 2003
FST,57.915058,mmcf,21mar2003,gas,2003,1,365,332,FST20030321,4,third quarter 2003,natural gas,swaps,60,bbtus perday,$4.07 ,averagehedged priceper mmbtu,,,,,,.,8, , ,,60,20030321,.96525097,1,1,bbtu,third quarter 2003
FST,7.0000005,mbbl,21mar2003,oil,2003,1,365,333,FST20030321,4,third quarter 2003,oil (nymex wti),swaps,7000,barrels per day,$23.21 ,averagehedged priceper bbl,,,,,,.,8, , ,,7000,20030321,.001,1,0,bbl,third quarter 2003
FST,38.610039,mmcf,21mar2003,gas,2003,1,365,334,FST20030321,4,third quarter 2003,natural gas,swaps,40,bbtus perday,$5.08 ,averagehedged priceper mmbtu,,,,,,.,8, , ,,40,20030321,.96525097,1,1,bbtu,third quarter 2003
FST,19.305019,mmcf,21mar2003,gas,2003,1,365,335,FST20030321,4,third quarter 2003,natural gas,collars,20,bbtusper day,$3.25 ,average floorpriceper mmbtu,$4.08 ,average ceilingpriceper mmbtu,,,,.,8, , ,,20,20030321,.96525097,1,1,bbtu,third quarter 2003
FST,32.335907,mmcf,21mar2003,gas,2003,1,365,336,FST20030321,5,fourth quarter 2003,natural gas,swaps,33.5,bbtus perday,$4.16 ,averagehedged priceper mmbtu,,,,,,.,8, , ,,33.5,20030321,.96525097,1,1,bbtu,fourth quarter 2003
FST,7.0000005,mbbl,21mar2003,oil,2003,1,365,337,FST20030321,5,fourth quarter 2003,oil (nymex wti),swaps,7000,barrels per day,$23.16 ,averagehedged priceper bbl,,,,,,.,8, , ,,7000,20030321,.001,1,0,bbl,fourth quarter 2003
FST,25.772202,mmcf,21mar2003,gas,2003,1,365,338,FST20030321,5,fourth quarter 2003,natural gas,swaps,26.7,bbtus perday,$4.98 ,averagehedged priceper mmbtu,,,,,,.,8, , ,,26.700001,20030321,.96525097,1,1,bbtu,fourth quarter 2003
FST,32.142857,mmcf,21mar2003,gas,2003,1,365,339,FST20030321,5,fourth quarter 2003,natural gas,collars,33.3,bbtusper day,$3.49 ,average floorpriceper mmbtu,$4.93 ,average ceilingpriceper mmbtu,,,,.,8, , ,,33.299999,20030321,.96525097,1,1,bbtu,fourth quarter 2003
FST,5,mbbl,21mar2003,oil,2004,1,365,341,FST20030321,6,first quarter 2004,oil (nymex wti),swaps,5000,barrels per day,$23.07 ,averagehedged priceper bbl,,,,,,.,8, , ,,5000,20030321,.001,1,0,bbl,first quarter 2004
FST,38.610039,mmcf,21mar2003,gas,2004,1,365,342,FST20030321,6,first quarter 2004,natural gas,collars,40,bbtusper day,$3.55 ,average floorpriceper mmbtu,$5.15 ,average ceilingpriceper mmbtu,,,,.,8, , ,,40,20030321,.96525097,1,1,bbtu,first quarter 2004
FST,19.305019,mmcf,21mar2003,gas,2004,1,365,343,FST20030321,7,second quarter 2004,natural gas,swaps,20,bbtus perday,$3.90 ,averagehedged priceper mmbtu,,,,,,.,8, , ,,20,20030321,.96525097,1,1,bbtu,second quarter 2004
FST,3.0000002,mbbl,21mar2003,oil,2004,1,365,344,FST20030321,7,second quarter 2004,oil (nymex wti),swaps,3000,barrels per day,$23.10 ,averagehedged priceper bbl,,,,,,.,8, , ,,3000,20030321,.001,1,0,bbl,second quarter 2004
FST,19.305019,mmcf,21mar2003,gas,2004,1,365,345,FST20030321,8,third quarter 2004,natural gas,swaps,20,bbtus perday,$3.90 ,averagehedged priceper mmbtu,,,,,,.,8, , ,,20,20030321,.96525097,1,1,bbtu,third quarter 2004
FST,2,mbbl,21mar2003,oil,2004,1,365,346,FST20030321,8,third quarter 2004,oil (nymex wti),swaps,2000,barrels per day,$22.98 ,averagehedged priceper bbl,,,,,,.,8, , ,,2000,20030321,.001,1,0,bbl,third quarter 2004
FST,6.4671812,mmcf,21mar2003,gas,2004,1,365,347,FST20030321,9,fourth quarter 2004,natural gas,swaps,6.7,bbtus perday,$3.90 ,averagehedged priceper mmbtu,,,,,,.,8, , ,,6.6999998,20030321,.96525097,1,1,bbtu,fourth quarter 2004
FST,2,mbbl,21mar2003,oil,2004,1,365,348,FST20030321,9,fourth quarter 2004,oil (nymex wti),swaps,2000,barrels per day,$22.98 ,averagehedged priceper bbl,,,,,,.,8, , ,,2000,20030321,.001,1,0,bbl,fourth quarter 2004
FST,91.602318,mmcf,15mar2004,gas,2004,1,365,349,FST20040315,2,first quarter 2004,natural gas,swap,94.9,bbtus perday,$5.03 ,averagehedged priceper mmbtu,,,,,,.,8, , ,,94.900002,20040315,.96525097,1,1,bbtu,first quarter 2004
FST,11.85,mbbl,15mar2004,oil,2004,1,365,350,FST20040315,2,first quarter 2004,oil (nymex wti),swap,11850,barrels per day,$25.79 ,averagehedged priceper bbl,,,,,,.,8, , ,,11850,20040315,.001,1,0,bbl,first quarter 2004
FST,58.68726,mmcf,15mar2004,gas,2004,1,365,351,FST20040315,2,first quarter 2004,natural gas,collar,60.8,bbtusper day,$4.03 ,average floorpriceper mmbtu,$5.77 ,average ceilingpriceper mmbtu,,,,.,8, , ,,60.799999,20040315,.96525097,1,1,bbtu,first quarter 2004
FST,6.3706565,mmcf,15mar2004,gas,2004,1,365,352,FST20040315,2,fourth quarter 2004,natural gas,collar,6.6,bbtusper day,$5.00 ,average floorpriceper mmbtu,$6.70 ,average ceilingpriceper mmbtu,,,,.,8, , ,,6.5999999,20040315,.96525097,1,1,bbtu,fourth quarter 2004
